value,count
air.get_committed_geometry_id_intersection_query.instancing.triangle_data,1
air.get_committed_instance_id_intersection_query.instancing.triangle_data,1
air.get_committed_object_to_world_transform_intersection_query.instancing.triangle_data,1
air.get_committed_primitive_id_intersection_query.instancing.triangle_data,1
air.get_committed_ray_direction_intersection_query.instancing.triangle_data,1
air.get_committed_ray_origin_intersection_query.instancing.triangle_data,1
air.get_committed_triangle_barycentric_coord_intersection_query.instancing.triangle_data,1
air.get_committed_user_instance_id_intersection_query.instancing.triangle_data,1
air.get_committed_world_to_object_transform_intersection_query.instancing.triangle_data,1
air.get_instance_count_instance_acceleration_structure,1
air.get_intersection_params_intersection_query.instancing.triangle_data,1
air.get_ray_min_distance_intersection_query.instancing.triangle_data,1
air.get_world_space_ray_direction_intersection_query.instancing.triangle_data,1
air.get_world_space_ray_origin_intersection_query.instancing.triangle_data,1
air.is_candidate_non_opaque_bounding_box_intersection_query.instancing.triangle_data,1
air.is_candidate_triangle_front_facing_intersection_query.instancing.triangle_data,1
air.is_committed_triangle_front_facing_intersection_query.instancing.triangle_data,1
air.get_size_intersection_function_table,1
air.interpolate_center_no_perspective.f32,1
air.interpolate_center_perspective.f32,1
air.interpolate_centroid_no_perspective.f32,1
air.interpolate_centroid_perspective.f32,1
air.interpolate_offset_no_perspective.f32,1
air.interpolate_offset_perspective.f32,1
air.interpolate_sample_no_perspective.f32,1
air.interpolate_sample_perspective.f32,1
air.pack.snorm1x16.f32,1
air.unpack.snorm1x16.f32,1
air.pack.unorm1x16.f32,1
air.unpack.unorm1x16.f32,1
air.pack.snorm1x8.f16,1
air.unpack.snorm1x8.f16,1
air.pack.unorm1x8.f16,1
air.unpack.unorm1x8.f16,1
air.pack.unorm.rg11b10f.v3f16,1
air.unpack.unorm.rg11b10f.v3f16,1
air.pack.snorm2x8.v2f16,1
air.unpack.snorm2x8.v2f16,1
air.pack.unorm2x8.v2f16,1
air.unpack.unorm2x8.v2f16,1
air.pack.unorm.rgb9e5.v3f16,1
air.unpack.unorm.rgb9e5.v3f16,1
air.pack.snorm4x16.v4f32,1
air.unpack.snorm4x16.v4f32,1
air.pack.unorm4x16.v4f32,1
air.unpack.unorm4x16.v4f32,1
air.get_stride_global_tensor.i32,1
air.load_global_tensor.s.i32.global.f32,1
air.store_global_tensor.s.i32.global.f32,1
air.get_data_pointer_typed_global_tensor.s.i32.global,1
air.get_descriptor_size_tensor,1
air.init_strided_private_tensor.i16.private,1
air.quad_vote_all,1
air.quad_vote_any,1
air.map_physical_to_screen_coordinates.v2f32.p2i8.i32,1
air.map_screen_to_physical_coordinates.v2f32.p2i8.i32,1
air.map_physical_to_screen_coordinates.v2i32.p2i8.i32,1
air.set_front_facing_winding_render_command,1
air.set_pipeline_state_render_command,1
air.set_pipeline_state_compute_command,1
air.is_equal_function_handle,1
air.draw_indexed_primitives_render_command.p1i32,1
air.draw_patches_render_command.p1i32.p1i8,1
air.draw_indexed_patches_render_command.p1i32.p1i8.p1i8,1
air.allocate_intersection_query.multi_level_instancing.triangle_data,1
air.deallocate_intersection_query.multi_level_instancing.triangle_data,1
air.get_candidate_instance_count_intersection_query.multi_level_instancing.triangle_data,1
air.get_committed_instance_count_intersection_query.multi_level_instancing.triangle_data,1
air.intersect_direct_access.multi_level_instancing.triangle_data,1
air.release_intersection_result.multi_level_instancing.triangle_data,1
air.get_instance_count_intersection_result.multi_level_instancing.triangle_data,1
air.set_threadgroups_per_grid_mesh_properties,1
air.set_index_mesh,1
air.set_indices_mesh.v4i8,1
air.set_primitive_count_mesh,1
air.set_position_mesh,1
air.set_primitive_id_mesh,1
air.get_vertex_value.f32,1
_Z2CP.MTL_CONTROL_POINT_FN,1
air.is_null_primitive_acceleration_structure,1
air.get_size_command_buffer,1
air.is_uniform.i32,1
llvm.assume,1
air.get_candidate_primitive_data_intersection_query.instancing.triangle_data,1
air.get_committed_primitive_data_intersection_query.instancing.triangle_data,1
air.get_primitive_data_intersection_result.instancing.triangle_data,1
air.reset_intersection_query.instancing.triangle_data,1
air.next_intersection_query.instancing.triangle_data,1
air.get_instance_acceleration_structure_instance_acceleration_structure,1
air.get_primitive_acceleration_structure_instance_acceleration_structure,1
air.get_buffer_intersection_function_table.p1i8,1
air.get_function_pointer_visible_function_table,1
air.is_function_constant_defined,1
air.implicit_imageblock_data,1
air.write_imageblock_slice_to_texture_1d.i16.v4f32,1
air.write_imageblock_slice_to_texture_1d_array.i16.v4f32,1
air.write_imageblock_slice_to_texture_2d.i16.v4f32,1
air.write_imageblock_slice_to_texture_2d_array.i16.v4f32,1
air.write_imageblock_slice_to_texture_3d.i16.v4f32,1
air.write_imageblock_slice_to_texture_cube.i16.v4f32,1
air.write_imageblock_slice_to_texture_cube_array.i16.v4f32,1
air.store.implicit_imageblock.mask.v4f32,1
air.get_null_texture_1d,1
air.get_null_texture_1d_array,1
air.get_width_texture_1d_array,1
air.get_null_texture_2d,1
air.get_null_texture_2d_array,1
air.get_null_texture_2d_ms,1
air.get_width_texture_2d_ms,1
air.get_null_texture_2d_ms_array,1
air.get_width_texture_2d_ms_array,1
air.get_null_texture_3d,1
air.get_null_texture_buffer_1d,1
air.get_width_texture_buffer_1d,1
air.get_null_texture_cube,1
air.get_null_texture_cube_array,1
air.get_null_depth_2d,1
air.get_null_depth_2d_ms,1
air.get_width_depth_2d_ms,1
air.get_null_depth_2d_array,1
air.get_null_depth_2d_ms_array,1
air.get_null_depth_cube,1
air.get_null_depth_cube_array,1
air.get_null_primitive_acceleration_structure,1
air.intersect.triangle_data,1
air.intersect_direct_access.triangle_data,1
air.release_intersection_result.triangle_data,1
air.release_intersect_payload.triangle_data,1
air.get_type_intersection_result.triangle_data,1
air.get_resource_id_instance_acceleration_structure,1
air.get_resource_id_primitive_acceleration_structure,1
air.atomic_max_explicit_texture_1d.i16.u.v4i64,1
air.atomic_min_explicit_texture_1d.i16.u.v4i64,1
air.atomic_max_explicit_texture_1d_array.i16.u.v4i64,1
air.atomic_min_explicit_texture_1d_array.i16.u.v4i64,1
air.atomic_max_explicit_texture_2d.i16.u.v4i64,1
air.atomic_min_explicit_texture_2d.i16.u.v4i64,1
air.atomic_max_explicit_texture_2d_array.i16.u.v4i64,1
air.atomic_min_explicit_texture_2d_array.i16.u.v4i64,1
air.atomic_max_explicit_texture_3d.i16.u.v4i64,1
air.atomic_min_explicit_texture_3d.i16.u.v4i64,1
